FeatureID,SampleID,RelAbundance,Time,sign|Time
Adlercreutzia_equolifaciens,A24H12,7.957500626617265e-4,T12,TRUE
Dysosmobacter_welbionis,A24H12,0,T12,TRUE
Hungatella_hathewayi,A25H0,0.005968155770798586,T0,TRUE
Flavonifractor_plautii,A25H0,0.054772526823758015,T0,TRUE
Anaerostipes_hadrus,A25H0,0,T0,TRUE
Actinomyces_SGB17132,A25H0,0,T0,TRUE
Blautia_wexlerae,A25H0,0,T0,TRUE
Bifidobacterium_pseudocatenulatum,A25H0,0,T0,TRUE
Ruminococcus_sp_AF41_9,A25H0,0,T0,TRUE
Lactobacillus_gasseri,A25H0,0,T0,TRUE
Blautia_obeum,A25H0,0,T0,TRUE
Clostridium_sp_1001270J_160509_D11,A25H0,0,T0,TRUE
Adlercreutzia_equolifaciens,A25H0,0,T0,TRUE
Dysosmobacter_welbionis,A25H0,0,T0,TRUE
Hungatella_hathewayi,A25H12,0,T12,TRUE
Flavonifractor_plautii,A25H12,9.329444942509099e-5,T12,TRUE
Anaerostipes_hadrus,A25H12,0.02665756645035419,T12,TRUE
Actinomyces_SGB17132,A25H12,0,T12,TRUE
Blautia_wexlerae,A25H12,0.08118636876723047,T12,TRUE
Bifidobacterium_pseudocatenulatum,A25H12,0,T12,TRUE
Ruminococcus_sp_AF41_9,A25H12,6.029274018902465e-4,T12,TRUE
Lactobacillus_gasseri,A25H12,6.020858282485254e-4,T12,TRUE
Blautia_obeum,A25H12,0.00713666470660158,T12,TRUE
Clostridium_sp_1001270J_160509_D11,A25H12,0,T12,TRUE
Adlercreutzia_equolifaciens,A25H12,0.002848245878002359,T12,TRUE
Dysosmobacter_welbionis,A25H12,0,T12,TRUE
Hungatella_hathewayi,A26H0,0,T0,TRUE
Flavonifractor_plautii,A26H0,0.005381635815697388,T0,TRUE
Anaerostipes_hadrus,A26H0,0,T0,TRUE
Actinomyces_SGB17132,A26H0,0,T0,TRUE
Blautia_wexlerae,A26H0,0.00305214462085535,T0,TRUE
Bifidobacterium_pseudocatenulatum,A26H0,0,T0,TRUE
Ruminococcus_sp_AF41_9,A26H0,0,T0,TRUE
Lactobacillus_gasseri,A26H0,0,T0,TRUE
Blautia_obeum,A26H0,0,T0,TRUE
Clostridium_sp_1001270J_160509_D11,A26H0,0,T0,TRUE
Adlercreutzia_equolifaciens,A26H0,0,T0,TRUE
Dysosmobacter_welbionis,A26H0,0,T0,TRUE
Hungatella_hathewayi,A26H12,0,T12,TRUE
Flavonifractor_plautii,A26H12,3.770139292146309e-4,T12,TRUE
Anaerostipes_hadrus,A26H12,0.012773633475089084,T12,TRUE
Actinomyces_SGB17132,A26H12,0,T12,TRUE
Blautia_wexlerae,A26H12,0.1263627993886574,T12,TRUE
Bifidobacterium_pseudocatenulatum,A26H12,0,T12,TRUE
Ruminococcus_sp_AF41_9,A26H12,0,T12,TRUE
Lactobacillus_gasseri,A26H12,0.0020664378853935657,T12,TRUE
